economy,Country,EN.POP.SLUM.UR.ZS,FM.AST.DOMS.CN,FP.CPI.TOTL.ZG,IC.FRM.BRIB.ZS,NY.GDP.PCAP.KD,SE.PRM.ENRR,SE.PRM.UNER,SH.DYN.NMRT,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,Year
ROU,Romania,,254223514796.0,6.09141668601892,,7626.29419796648,99.9677200317383,20293.0,5.4,35.5,6.96000003814697,10.5,2010
QAT,Qatar,,326193187000.0,-2.42525675161712,,63001.7100517625,102.569938659668,1789.0,4.5,,0.449999988079071,11.25,2010
PRI,Puerto Rico,,,,,28592.1219724064,97.4112167358398,30673.0,,,16.1000003814697,11.3,2010
PRT,Portugal,,370548000000.0,1.40257289895371,,19670.3610686333,111.589218139648,142.0,2.1,35.8,10.7700004577637,9.6,2010
POL,Poland,,913862000000.0,2.58069370250546,,10858.5348343937,96.5289611816406,111911.0,3.6,33.2,9.64000034332275,10.9,2010
PHL,Philippines,40.9000015258789,4432588432042.9,3.7898363479759,,2433.00852384649,,,14.9,,3.60999989509583,25.024,2010
PER,Peru,,92239960356.1284,1.52832059732903,15.9,5177.84128422266,109.869888305664,17475.0,9.7,45.5,3.57999992370605,20.621,2010
PRY,Paraguay,,28195219320031.8,4.6511627906977,31.5,4767.27790153604,102.645477294922,81468.0,14.0,51.0,4.57000017166138,22.492,2010
PNG,Papua New Guinea,,6992866908.92,6.01360893567859,,2235.09632275721,,,26.1,,2.0,29.985,2010
PAN,Panama,,23495108360.62,3.49128872618805,7.1,10232.3599201492,105.110610961914,13564.0,11.1,51.6,3.72000002861023,21.102,2010
PLW,Palau,,,1.44219017355171,,13040.5427010187,,,12.3,,,11.9,2010
PAK,Pakistan,46.5999984741211,6866580466026.0,12.938870563489,,1238.87348370555,84.5936126708984,,49.8,28.8,0.649999976158142,30.082,2010
OMN,Oman,,8381172814.0,3.25657959078624,,20640.3077845472,,,5.2,,3.9909999370575,21.676,2010
NOR,Norway,,2918910000000.0,2.41890639481001,,72426.5652172527,99.0801162719727,3419.0,1.9,25.7,3.51999998092651,12.6,2010
MNP,Northern Mariana Islands,,,,,16329.5327513148,,,,,,,2010
MKD,North Macedonia,,209014759787.872,1.50997522027615,,4339.96438006305,87.3852081298828,5079.0,7.0,40.2,32.0200004577637,11.8,2010
NGA,Nigeria,62.7000007629395,9603538732859.4,13.7202018444406,,2403.64525649938,85.1178512573242,8615770.0,38.1,35.7,3.77800011634827,41.341,2010
NER,Niger,81.6999969482422,400863324930.0,0.804073080882635,,443.35126539427,62.7083587646484,1234862.0,30.7,,0.778999984264374,49.802,2010
NIC,Nicaragua,,89160894713.8527,5.45513425887415,8.6,1679.02724556434,120.640426635742,28180.0,13.4,,7.82999992370605,23.558,2010
NZL,New Zealand,,306535658876.993,2.30202385958576,,35393.7555008143,101.110939025879,,3.2,,6.55999994277954,14.68,2010
NCL,New Caledonia,,,,,,,,,,13.8079996109009,16.7,2010
NLD,Netherlands,,1378386000000.0,1.27530569556686,,44390.5044098134,108.276077270508,,2.8,27.8,4.98999977111816,11.1,2010
NPL,Nepal,58.0999984741211,803389439321.577,9.32650410745393,,730.042690044901,144.451934814453,,26.5,32.8,1.82000005245209,22.692,2010
NRU,Nauru,,,,,4116.75498572705,,,24.2,,,,2010
NAM,Namibia,33.5,42737572049.0672,4.87491987643953,,4147.31539831947,115.193130493164,24953.0,21.0,,22.1200008392334,30.448,2010
MMR,Myanmar,,10030209000000.0,7.71838195873614,,902.541852601492,98.1119537353516,574334.0,28.5,,0.72299998998642,19.782,2010
MOZ,Mozambique,80.5,80170092019.6371,12.4255421735156,,479.884796445496,112.532577514648,470189.0,34.0,,3.21700000762939,40.715,2010
MAR,Morocco,13.1000003814697,796465130631.448,0.99355740122642,,2534.25903320313,109.706237792969,242333.0,19.3,,9.09000015258789,21.21,2010
MNE,Montenegro,,2106248255.6,0.65494657014848,,5982.19647463471,110.434669494629,,4.4,,19.6499996185303,12.0,2010
MNG,Mongolia,,2512314391392.79,10.0462065881652,,2629.64832648446,125.748039245605,1257.0,11.4,33.1,6.55000019073486,24.665,2010
MCO,Monaco,,,,,132094.011681148,,,2.2,,,,2010
MDA,Moldova,,26880989965.52,7.48385086350855,,2254.93579279869,,,12.6,32.1,7.44999980926514,11.062,2010
FSM,"Micronesia, Fed. Sts.",,-43719821.46874,3.31370963136216,,3084.75390971931,,,17.5,,,24.098,2010
MEX,Mexico,,4624159629007.98,4.15672722680176,17.6,8878.56137655041,110.633491516113,18757.0,9.0,47.2,5.30000019073486,20.042,2010
MUS,Mauritius,,308854788658.134,2.93236301369863,,7817.84111875927,102.786018371582,1209.0,9.3,,7.65000009536743,12.0,2010
MRT,Mauritania,,46585986295.099,6.28354087427708,,1417.05092081883,99.6779174804688,145484.0,37.9,,9.86200046539307,36.502,2010
MHL,Marshall Islands,,,,,3208.02327850819,,,17.8,,,,2010
MLT,Malta,,9829898587.39496,1.51563513618533,,20557.6463835752,101.730461120605,,4.4,29.0,6.84999990463257,9.4,2010
MLI,Mali,65.9000015258789,818802496283.0,1.10892690670188,27.3,731.533799366647,83.4273300170898,766727.0,38.9,,8.06999969482422,46.379,2010
MDV,Maldives,,22181211940.4,6.14988536750176,,8521.83810538502,,,7.7,,11.2880001068115,19.585,2010
MYS,Malaysia,,1012756374572.98,1.62285235577031,,8247.78226163172,99.7579498291016,122105.0,4.2,,3.39000010490417,17.258,2010
MWI,Malawi,68.9000015258789,243601937653.883,7.41159092883827,,358.940902749287,138.75146484375,,27.9,45.5,5.89400005340576,40.292,2010
MDG,Madagascar,76.1999969482422,2293598654517.95,9.24732173644115,,469.240527793632,143.718048095703,,24.4,42.4,4.28000020980835,35.204,2010
MAC,"Macao SAR, China",,-48023927000.0,2.80947242060846,,73991.0047919032,94.9250411987305,4018.0,,,2.83999991416931,10.1,2010
LUX,Luxembourg,,88840000000.0,2.27367911621542,,106544.057241723,97.5655136108398,1547.0,1.5,30.5,4.3600001335144,11.6,2010
LTU,Lithuania,,17873000000.0,1.31921362055463,,11106.9502145424,100.421501159668,48.0,2.9,33.6,17.8099994659424,9.9,2010
LIE,Liechtenstein,,,,,,105.459182739258,15.0,,,,9.1,2010
LBY,Libya,,-57219500000.0,2.79989500109265,,13539.4928825296,,,9.0,,19.2679996490479,21.928,2010
LBR,Liberia,68.3000030517578,369089988.205066,7.28992796890228,,648.552676748257,,,32.9,,2.26999998092651,37.053,2010
LSO,Lesotho,53.7000007629395,-1000822300.0,3.46152586635755,,995.581359028767,124.746772766113,33563.0,42.0,,27.0790004730225,29.042,2010
LBN,Lebanon,,96663099315871.7,3.98347941855833,,9115.05954382684,,,5.9,,6.84299993515015,16.281,2010
LVA,Latvia,,16318000000.0,-1.08463595015159,,10963.6787469282,102.958602905273,958.0,4.2,35.0,19.4799995422363,9.4,2010
LAO,Lao PDR,,15712730000000.0,5.98254521550086,,1586.20292955064,123.432052612305,40049.0,28.9,,0.709999978542328,26.875,2010
KGZ,Kyrgyz Republic,,27491190438.4,7.96772225579691,,966.150729977601,99.4610900878906,15815.0,16.9,30.1,8.64000034332275,26.8,2010
KWT,Kuwait,,24903423200.0,4.49640287769787,,32035.378475051,102.239639282227,2073.0,5.5,,1.82000005245209,19.61,2010
XKX,Kosovo,,654401664.0,3.48050763735848,,2843.38002291455,,,,33.3,,18.5,2010
KOR,"Korea, Rep.",,1911131587000000.0,2.93928652655687,,25451.0041554666,101.719871520996,6960.0,1.8,32.0,3.3199999332428,9.4,2010
PRK,"Korea, Dem. People's Rep.",,,,,,,,15.9,,2.70799994468689,14.021,2010
KIR,Kiribati,,,-3.89955040651655,,1366.24799611058,,,25.4,,,29.605,2010
KEN,Kenya,54.7000007629395,1301977657835.09,3.9613888911539,,1326.38582084424,,,24.2,,2.83899998664856,35.128,2010
KAZ,Kazakhstan,,9906144055752.54,7.40046356742116,,8979.33228378317,108.761367797852,3203.0,11.8,28.0,5.76999998092651,22.53,2010
JOR,Jordan,19.6000003814697,18747620000.0,4.84551875852119,,4644.16936960814,81.9150466918945,192312.0,11.8,33.7,12.5,28.564,2010
JPN,Japan,,1164038400000000.0,-0.728243207517742,,32942.2020783725,,,1.1,32.1,5.09999990463257,8.5,2010
JAM,Jamaica,,589607629000.0,12.6105519975602,19.3,4888.57913805639,,,12.9,,12.3699998855591,17.742,2010
ITA,Italy,,2574569000000.0,1.52551602118248,,32058.1739940798,102.993713378906,11182.0,2.4,34.7,8.35999965667725,9.5,2010
ISR,Israel,,776569806049.75,2.71664057463854,,32504.7133534789,105.446647644043,587.0,2.4,42.5,8.47999954223633,21.8,2010
IMN,Isle of Man,,,,,69933.0832378376,,,,,,,2010
IRL,Ireland,,395718000000.0,-0.922095829024469,,45932.0137432932,103.235488891602,981.0,2.5,32.3,14.5299997329712,16.5,2010
IRQ,Iraq,52.7999992370605,-2019974000000.0,2.8777472527476,,4052.06261269704,,,19.9,,8.25100040435791,33.349,2010
IRN,"Iran, Islamic Rep.",,2731653200000000.0,10.089362928798,,5496.21534766711,100.653442382813,187633.0,12.6,,13.6800003051758,18.154,2010
IDN,Indonesia,23.0,2284702514700000.0,5.1342040076793,,2720.19162246855,109.150337219238,763385.0,17.5,37.2,5.6100001335144,20.795,2010
IND,India,29.3999996185303,56048343307621.2,11.9893899204243,,1244.3660155716,109.101371765137,4922041.0,31.8,,5.5460000038147,21.114,2010
ISL,Iceland,,4086038077752.36,5.39673113167484,,48193.7014041013,99.3081207275391,207.0,1.3,26.2,7.55999994277954,15.4,2010
HUN,Hungary,,21855720900000.0,4.85555795691951,,11313.5228856662,100.856307983398,6536.0,3.4,29.4,11.1700000762939,9.0,2010
HKG,"Hong Kong SAR, China",,3470208222000.0,2.29289088604677,,38089.8120542551,,,,,4.32999992370605,12.6,2010
HND,Honduras,,158041390583.79,4.69889064976229,8.1,2120.74288955211,100.658950805664,158684.0,12.7,53.1,4.11999988555908,25.02,2010
HTI,Haiti,70.0999984741211,53036600651.6703,4.82734190074673,,1296.80566638569,,,30.6,,15.378999710083,27.651,2010
GUY,Guyana,33.2000007629395,187757473924.02,3.73337757704245,14.9,4847.43147965576,96.494758605957,3765.0,22.8,,11.7980003356934,21.176,2010
GNB,Guinea-Bissau,,42787456708.0193,2.51785140171702,,585.691608965249,118.685180664063,64225.0,44.8,50.7,6.08099985122681,39.089,2010
GIN,Guinea,,10116303922459.0,15.4619810737553,,689.256688654773,84.2496795654297,505386.0,34.7,,4.77299976348877,39.713,2010
GTM,Guatemala,38.7000007629395,127756952700.353,3.85950909833169,11.3,3606.4305491335,115.487129211426,,16.2,,3.5,27.688,2010
GUM,Guam,,,,,34094.348815539,,,,,8.19999980926514,17.784,2010
GRD,Grenada,,1932410658.0,3.43650905943355,6.6,8057.68650847271,116.528778076172,,8.9,,,17.501,2010
GRL,Greenland,,,,,43198.0773094712,,,,,,15.3,2010
GRC,Greece,,333530000000.0,4.71298907760393,,21560.3533533658,98.5142517089844,19065.0,2.1,34.1,12.710000038147,10.3,2010
GIB,Gibraltar,,,,,,,,,,,,2010
GHA,Ghana,40.0999984741211,14408111396.6594,10.7333898354914,,1419.12030179234,,,29.8,,5.38000011444092,32.385,2010
DEU,Germany,,4251876000000.0,1.10380916115812,,37760.9136283996,102.995880126953,70080.0,2.3,30.3,6.96999979019165,8.3,2010
GEO,Georgia,,6921326410.77366,7.11017897486098,,3100.7234268396,103.340347290039,,10.1,39.5,20.2000007629395,13.861,2010
GMB,"Gambia, The",,10388660000.0,5.04968075857404,,753.17679058797,79.784912109375,92158.0,33.1,43.6,9.35799980163574,40.881,2010
GAB,Gabon,,745382000000.0,1.46154402720468,,6863.53876370988,,,23.8,,20.3899993896484,33.206,2010
PYF,French Polynesia,,,,,,,,,,12.1979999542236,16.801,2010
FRA,France,,2870186000000.0,1.53112270420924,,35639.8040642823,102.761512756348,51322.0,2.3,33.7,8.86999988555908,12.9,2010
FIN,Finland,,284858000000.0,1.1841352315465,,43563.5721974365,99.4823226928711,4931.0,1.7,27.7,8.39000034332275,11.4,2010
FJI,Fiji,,4158856167.4544,3.68901229670766,,4523.86624071202,,,9.3,,4.30999994277954,22.292,2010
FRO,Faroe Islands,,,,,,,,,,,13.2,2010
ETH,Ethiopia,76.4000015258789,,8.14926402965081,,453.29882929109,91.6565322875977,3811908.0,37.9,33.2,2.33899998664856,35.861,2010
SWZ,Eswatini,,4667639394.45106,4.50923691774373,,3304.43979156321,124.907188415527,23434.0,22.4,,26.4060001373291,30.39,2010
EST,Estonia,,14198000000.0,2.97204512015696,,14585.8386603429,103.03214263916,404.0,2.1,32.0,16.7099990844727,11.9,2010
ERI,Eritrea,,37224127957.13,,,653.868784885366,83.675666809082,117798.0,22.1,,5.49499988555908,36.25,2010
GNQ,Equatorial Guinea,,59246000000.0,7.78916547991181,,13841.3964297338,69.3820495605469,67334.0,35.1,,8.81799983978271,37.604,2010
SLV,El Salvador,,10265557225.6748,1.17933576873676,4.3,3334.93284217063,114.972991943359,,9.3,43.5,4.8899998664856,19.654,2010
EGY,"Egypt, Arab Rep.",13.1000003814697,837646265145.14,11.2651882653186,,3485.2821981757,102.285339355469,232505.0,15.2,30.2,8.76000022888184,27.266,2010
ECU,Ecuador,,16698898372.0,3.55437734567846,1.7,5323.73748216291,113.080253601074,14251.0,8.9,48.8,4.09000015258789,21.471,2010
DOM,Dominican Republic,14.8000001907349,762507972567.64,6.32993220146144,16.3,5771.91841782829,110.502220153809,54305.0,24.2,47.3,5.21000003814697,21.398,2010
DMA,Dominica,,681376498.0,2.99936630549001,5.8,7661.2398724785,102.739547729492,,19.6,,,13.2,2010
DJI,Djibouti,,71550219906.32,3.95007875923886,,,,,37.6,,27.0580005645752,25.255,2010
DNK,Denmark,,4239253000000.0,2.31092436974789,,51173.4661587111,99.5820083618164,4875.0,2.8,27.2,7.75,11.4,2010
CZE,Czechia,,2485274000000.0,1.47272727272729,,16505.9537034372,103.804420471191,16.0,1.7,26.6,7.28000020980835,11.2,2010
CYP,Cyprus,,55289000000.0,2.43004084102253,,26019.763671875,101.624328613281,19.0,1.9,31.5,6.26000022888184,11.517,2010
CUW,Curacao,,,2.77944261312558,,20706.4372111803,,,,,,13.6,2010
CUB,Cuba,,,,,6759.34279884097,101.459770202637,7007.0,2.9,,2.5,11.16,2010
HRV,Croatia,,297654766862.64,1.03055505333573,,11748.9448312757,91.9439468383789,9034.0,3.6,32.4,11.6199998855591,9.8,2010
CIV,Cote d'Ivoire,57.0,3310537868719.74,1.2264561213548,,1687.21651909328,,,39.3,,6.83500003814697,37.395,2010
CRI,Costa Rica,,9697968335545.01,5.66275708420023,8.7,10236.9803171996,116.899368286133,,6.6,48.0,7.17000007629395,15.719,2010
COG,"Congo, Rep.",49.9000015258789,-852927000000.0,0.39152501122766,,2422.68310869013,109.160202026367,88847.0,22.5,,20.0659999847412,37.109,2010
COD,"Congo, Dem. Rep.",61.7000007629395,156247599675.282,7.10000000000038,57.2,404.151614082661,99.9991607666016,,32.3,,4.01399993896484,44.855,2010
COM,Comoros,,43704086686.3238,3.35475770328918,,1208.28448860234,,,36.6,,6.69000005722046,35.209,2010
COL,Colombia,14.3000001907349,216791227367138.0,2.27118326422564,2.2,5162.70563649161,120.323211669922,92389.0,10.0,54.6,10.9799995422363,16.779,2010
CHN,China,29.1000003814697,58732402380409.3,3.17532475269199,,5647.05875239019,98.9642181396484,,8.4,43.7,4.53000020980835,11.9,2010
CHL,Chile,,72878174295822.1,1.41071107954318,1.3,11732.7299935365,103.750480651855,42194.0,5.3,,8.42000007629395,14.613,2010
CHI,Channel Islands,,,,,,,,,,7.24499988555908,10.73,2010
TCD,Chad,89.3000030517578,403596000000.0,-2.07786574641867,,724.030585505715,81.9184799194336,,37.8,,0.96399998664856,46.603,2010
CAF,Central African Republic,95.9000015258789,222854000000.0,1.49102370047805,,531.712995805671,87.3316116333008,244035.0,46.1,,5.66599988937378,38.905,2010
CYM,Cayman Islands,,,0.276140861750087,,75877.1675010203,,,,,,14.8,2010
CAN,Canada,,,1.77687154092629,,41155.3236376889,98.6416015625,,3.8,33.6,8.0600004196167,11.1,2010
CMR,Cameroon,46.0999984741211,1202384000000.0,1.27538046242341,,1248.18046202444,108.132659912109,,31.7,,4.1100001335144,39.42,2010
KHM,Cambodia,,10696480000000.0,3.99639528107212,,892.100442061769,123.834930419922,117131.0,21.3,,0.769999980926514,25.502,2010
CPV,Cabo Verde,,105489406019.31,2.07866470906422,,3010.72217810924,111.112152099609,3355.0,15.3,,10.6700000762939,22.37,2010
BDI,Burundi,,666362500000.0,6.49326591473996,,313.272354980613,137.170104980469,59818.0,28.2,,1.60800004005432,42.919,2010
BFA,Burkina Faso,,817083832025.723,-0.764230734676734,,582.415734139013,78.0141677856445,1042695.0,31.2,,3.64499998092651,42.314,2010
BGR,Bulgaria,,50113540000.0,2.43899060504117,,6427.81006212601,108.331008911133,450.0,5.1,35.7,10.2799997329712,10.2,2010
BRN,Brunei Darussalam,,4193805332.65,0.356869132017602,,33437.1217266932,106.542167663574,,4.8,,6.77400016784668,17.329,2010
VGB,British Virgin Islands,,,,,,108.618927001953,77.0,,,,,2010
BRA,Brazil,26.8999996185303,3628942111904.89,5.03872690108066,,8702.25533075519,,,11.1,,7.27400016784668,15.327,2010
BWA,Botswana,,9439700000.0,6.94887658743105,8.4,5642.22004921962,,,22.7,,17.8600006103516,27.934,2010
BIH,Bosnia and Herzegovina,,13095250250.49,1.99621236745889,,4095.96087419863,,,5.1,,27.3099994659424,9.256,2010
BOL,Bolivia,47.2999992370605,42772684181.1929,2.5032760584424,10.7,2514.43482568374,104.520439147949,71018.0,21.8,,2.61400008201599,25.008,2010
BTN,Bhutan,,33038085650.515,7.03638316073019,,2235.32267681131,108.214447021484,12718.0,22.5,,3.3199999332428,19.397,2010
BMU,Bermuda,,,,,115839.79601113,99.3117218017578,,,,,12.0,2010
BEN,Benin,69.8000030517578,643118523751.257,2.20783532536522,,988.610785491437,120.152008056641,75552.0,33.9,,1.03999996185303,39.278,2010
BLZ,Belize,,1943962365.73,,6.2,4767.52932868183,112.569747924805,815.0,9.3,,8.24199962615967,23.402,2010
BEL,Belgium,,415043000000.0,2.18929920422458,,39777.9252767366,101.924240112305,11467.0,2.3,28.4,8.28999996185303,11.9,2010
BLR,Belarus,,7575211880.0,7.73574804312507,,5621.93717466556,104.369689941406,2298.0,1.8,28.6,6.25299978256226,11.4,2010
BRB,Barbados,,,5.82421853311865,1.2,16784.4206038877,99.5956192016602,500.0,10.0,,10.6899995803833,11.748,2010
BGD,Bangladesh,61.5999984741211,4577437000000.0,8.12667639169919,,972.909687682521,105.974548339844,803773.0,29.4,32.1,3.38000011444092,21.107,2010
BHR,Bahrain,,6489277368.63709,1.96188468334624,,20982.3404804452,,,3.2,,1.12999999523163,16.547,2010
BHS,"Bahamas, The",,9329252608.02,1.34402738392836,21.0,32248.1300381336,,,8.1,,14.3140001296997,15.045,2010
AZE,Azerbaijan,,9779305498.34,5.72687224669606,,5215.0209146409,93.7622985839844,64067.0,20.3,,5.63000011444092,18.3,2010
AUT,Austria,,399634000000.0,1.81353438995065,,43334.5089644691,99.7897796630859,7641.0,2.5,30.3,4.82000017166138,9.4,2010
AUS,Australia,,2001140164622.87,2.91834002677376,,53542.8337248074,105.619430541992,9666.0,2.7,34.7,5.21000003814697,13.7,2010
ABW,Aruba,,2541109000.0,2.07814071860782,,25859.5109233755,113.794296264648,79.0,,,,11.214,2010
ARM,Armenia,,959087582162.799,8.17636138473956,,2958.83899907802,99.0649871826172,,9.6,30.0,19.0100002288818,15.304,2010
ARG,Argentina,20.7999992370605,414120532000.0,,10.3,13551.3391940229,116.975761413574,25533.0,7.6,43.6,7.71000003814697,18.154,2010
ATG,Antigua and Barbuda,,3088662121.0,3.3700254022015,6.9,13986.8408888484,112.292961120605,368.0,5.8,,,16.547,2010
AGO,Angola,65.8000030517578,1460323050818.24,14.4696564932576,51.3,2994.43798150948,105.781036376953,730775.0,36.3,,9.43000030517578,45.656,2010
AND,Andorra,,,,,34667.3088781134,,,2.2,,,9.8,2010
ASM,American Samoa,,,,,12256.3428575784,,,,,,18.7,2010
DZA,Algeria,,-794638814273.54,3.91106195534027,,3918.48641960904,115.337577819824,30997.0,17.5,,9.96000003814697,24.504,2010
ALB,Albania,,827150000000.0,3.62604695579817,,3577.11338784054,93.4904708862305,29727.0,6.7,,14.0900001525879,12.001,2010
AFG,Afghanistan,,34723129849.7,2.1785375238942,,526.103675610541,100.071708679199,,47.4,,11.3520002365112,39.829,2010
WLD,World,33.1684811781838,,3.35475770328918,,9370.38525906528,102.716949462891,60239992.0,22.1,,5.90205550594454,19.7787011713575,2010
UMC,Upper middle income,27.3129279877422,,3.73337757704245,,6494.72524481569,102.141632080078,6024400.0,9.3,,5.66969783179624,14.225668274367,2010
TSS,Sub-Saharan Africa (IDA & IBRD countries),57.2944949590729,,4.03314138974321,,1598.64861447525,97.3662872314453,32511406.0,32.3327156887161,,6.00378655437556,38.8567234173848,2010
SSA,Sub-Saharan Africa (excluding high income),57.2944949590729,,4.08972989470472,,1597.53940542702,97.3655700683594,32511406.0,32.3338874294711,,6.00378655437556,38.8590021048298,2010
SSF,Sub-Saharan Africa,57.2944949590729,,4.03314138974321,,1598.64861447525,97.3662872314453,32511406.0,32.3,,6.00378655437556,38.8567234173848,2010
TSA,South Asia (IDA & IBRD),34.7792661108971,,7.58152977621469,,1221.18173297968,106.037750244141,15894082.0,34.3993855556258,,4.84441649114786,22.4129848519233,2010
