economy,Country,EN.POP.SLUM.UR.ZS,FM.AST.DOMS.CN,FP.CPI.TOTL.ZG,IC.FRM.BRIB.ZS,NY.GDP.PCAP.KD,SE.PRM.ENRR,SE.PRM.UNER,SH.DYN.NMRT,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,Year
AUT,Austria,,425230000000.0,0.896563335260302,,44195.8175947748,101.997482299805,1512.0,2.2,30.5,5.71999979019165,9.8,2015
AUS,Australia,,2853299773316.37,1.50836672165921,,56707.0220772116,101.599906921387,1861.0,2.3,,6.05000019073486,12.9,2015
ABW,Aruba,,3165732000.0,0.474763597342612,,28399.0501310163,,,,,,11.281,2015
ARM,Armenia,,2429435068245.89,3.73169119261695,,3607.28929855361,95.0036468505859,7779.0,7.4,32.4,18.2600002288818,14.795,2015
ARG,Argentina,,2387271166383.49,,,13789.060424772,111.303413391113,2420.0,6.5,,7.52099990844727,17.548,2015
ATG,Antigua and Barbuda,,2383408000.0,0.968993458825599,,14285.3297773091,104.990623474121,117.0,4.2,,,15.883,2015
AGO,Angola,,3821200483572.5,9.15037207517202,,3127.89059784461,113.477958679199,,30.8,,7.39200019836426,42.52,2015
AND,Andorra,,,,,35770.9186530024,,,1.7,,,,2015
ASM,American Samoa,,,,,12059.6351646776,,,,,,,2015
DZA,Algeria,,6680140643375.76,4.78444700693894,,4177.8895415169,115.877838134766,23175.0,15.1,,11.210000038147,25.481,2015
ALB,Albania,,902980000000.0,3.50120835492656,,3952.80253807527,105.542976379395,3929.0,6.0,32.8,17.1900005340576,12.197,2015
AFG,Afghanistan,,-5027250038.18679,-0.661709164713696,,556.007220861443,103.534523010254,,40.5,,11.1269998550415,34.809,2015
WLD,World,,,1.43431763373063,,10231.7025852204,102.419006347656,63193864.0,19.3,,5.62022952879487,18.952225266364,2015
UMC,Upper middle income,,,1.61266121769236,,8149.75183997257,100.794456481934,5934888.0,7.1,,5.66497020518306,14.0218643638239,2015
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,3.55075967356746,,1692.67429410075,97.9004287719727,33945052.0,29.6697022409184,,5.82077483359458,36.6052036794838,2015
SSA,Sub-Saharan Africa (excluding high income),,,3.47238752883653,,1691.41056609812,97.9001007080078,33944976.0,29.6706287361354,,5.82077483359458,36.6070437063856,2015
SSF,Sub-Saharan Africa,,,3.55075967356746,,1692.67429410075,97.9004287719727,33945052.0,29.7,,5.82077483359458,36.6052036794838,2015
TSA,South Asia (IDA & IBRD),,,4.15825589072148,,1543.04813072167,106.351707458496,17392756.0,29.08866295454,,5.14384819547507,20.1968154346193,2015
SAS,South Asia,,,4.15825589072148,,1543.04813072167,106.3517,17400000.0,29.1,,5.14384819547507,20.1968154346193,2015
SST,Small states,,,0.968993458825599,,11746.8396782772,106.752227783203,510670.0,21.7346597969493,,10.1974654249023,22.7874006748936,2015
PRE,Pre-demographic dividend,,,3.39423137842914,,1563.7311843568,96.7110214233398,33715500.0,30.3728167176416,,5.18693889989028,38.0482100007306,2015
PST,Post-demographic dividend,,,0.368046842325369,,40669.0420759148,100.70629119873,1066839.0,2.89473216234555,,6.8716066700897,10.5496864553038,2015
PSS,Pacific island small states,,,0.648242939254553,,3832.55118119596,108.424476623535,9587.0,10.4680579216354,,2.88270558611284,26.8823384952747,2015
OSS,Other small states,,,1.54869158222488,,12780.7263866463,108.087982177734,450573.0,24.3131982815067,,10.6074654561516,24.0010306519838,2015
OED,OECD members,,,0.338705695410171,,35590.7317238657,102.712783813477,1486603.0,4.17460829596434,,6.84800748938311,11.9445816415986,2015
INX,Not classified,,,,,,,,,,,,2015
NAC,North America,,,0.621934248247613,,55452.4213839576,100.482223510742,455638.0,3.9,,5.45916479127195,12.2292021450936,2015
MIC,Middle income,,,2.89133617272295,,4755.93561006956,103.096473693848,40905828.0,19.1800586778552,,5.42381580823309,18.8340744265732,2015
TMN,Middle East & North Africa (IDA & IBRD countries),,,1.55790711346266,,3939.38409115992,103.835372924805,2545967.0,14.2467439038811,,11.8188548957032,24.8234543608795,2015
MNA,Middle East & North Africa (excluding high income),,,1.49475928578369,,3931.55627842464,103.764213562012,2565459.0,14.2084359120163,,11.9339207623555,24.8988024448406,2015
MEA,Middle East & North Africa,,,1.49475928578369,,7375.4647556023,104.336616516113,2600672.0,13.1,,10.1805807386107,23.8533136932165,2015
LMC,Lower middle income,,,3.50303545695588,,2109.33450010224,104.367446899414,34970940.0,25.2,,5.16555128000506,22.5864780649218,2015
LIC,Low income,,,5.41000419560863,,791.710026392794,99.2821426391602,21009368.0,29.4,,5.04165312461567,36.1861151241736,2015
LMY,Low & middle income,,,3.15783117980921,,4366.05109904441,102.515098571777,61915196.0,20.9205320540141,,5.39106325760311,20.5389652019477,2015
LDC,Least developed countries: UN classification,,,4.3771266506566,,1009.42456360179,103.415748596191,25271192.0,28.3198379625614,,4.52157284382684,32.5339927408188,2015
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,3.14341696227422,,8480.62583140115,109.256042480469,1793667.0,10.0930236098309,,6.67926409719203,17.2606189685065,2015
LAC,Latin America & Caribbean (excluding high income),,,3.12900274473924,,8203.00386382518,109.888870239258,1573662.0,9.89209766949093,,6.65975713509383,17.1706370063192,2015
LCN,Latin America & Caribbean,,,2.12510167851462,,8629.00960471388,109.023101806641,1881947.0,10.0,,6.62861756455766,17.0887060776366,2015
LTE,Late-demographic dividend,,,1.55790711346266,,8208.05187328732,100.032821655273,4302454.0,6.43436447580537,,5.08097699187288,13.0159807180151,2015
IDA,IDA total,,,2.63494402099628,,1342.99940360811,98.6492385864258,45404096.0,30.7506334659565,,4.43450532254641,32.3003913065865,2015
IDX,IDA only,,,3.22807410992506,,1024.88610468594,102.481689453125,26106946.0,27.7603442755504,,4.59843102471681,31.9312320604166,2015
IDB,IDA blend,,,1.01051702019787,,1972.14715286671,90.5815277099609,19291056.0,36.4809014525822,,4.06881293066375,33.0305470372753,2015
IBT,IDA & IBRD total,,,3.15783117980921,,4509.58986774247,102.533836364746,62028224.0,20.8173347627356,,5.43779149904074,20.4348999972041,2015
IBD,IBRD only,,,3.39809194746299,,5547.67960198438,104.64794921875,16630222.0,14.5296908336657,,5.70840006343304,16.544460721513,2015
HIC,High income,,,0.319695856818156,,39847.261775534,101.684608459473,1070483.0,3.0,,6.62792999894177,10.9478515166197,2015
HPC,Heavily indebted poor countries (HIPC),,,3.77406982025572,,965.769550101731,100.840881347656,23001100.0,28.8399723063947,,4.77201407117625,36.6621662875771,2015
FCS,Fragile and conflict affected situations,,,1.47672048910484,,1913.6920361632,94.9570922851563,30693310.0,30.5951455710172,,5.78035712234986,33.5915266618895,2015
EUU,European Union,,,-0.0616446800641176,,30485.0288067203,101.949409484863,409188.0,2.42221120718429,,10.03105445521,9.74187513759079,2015
TEC,Europe & Central Asia (IDA & IBRD countries),,,3.73169119261695,,8019.8978816306,99.7841186523438,750778.0,6.79314893191037,,7.62894366558612,14.8181082709141,2015
ECA,Europe & Central Asia (excluding high income),,,4.01563197218913,,7485.82692616597,99.7461624145508,677723.0,7.14205897960605,,7.59358380557038,15.6145213875869,2015
ECS,Europe & Central Asia,,,0.338705695410171,,22624.9153940933,101.306869506836,984421.0,5.0,,8.55706154106436,12.4467634251777,2015
EMU,Euro area,,,0.0375143805125363,,34388.2837816778,102.395080566406,216592.0,2.25126928342102,,10.8405493898791,9.66387313648041,2015
TEA,East Asia & Pacific (IDA & IBRD countries),,,1.08648629940421,,6583.95345551637,100.762298583984,5600003.0,8.8688242442787,,4.12253941732897,14.1057710719033,2015
EAP,East Asia & Pacific (excluding high income),,,1.08648629940421,,6511.25811795966,100.673950195313,5760621.0,8.89862015836316,,4.1025384793426,14.1033622139551,2015
EAS,East Asia & Pacific,,,0.795279630579775,,9599.41408175118,100.598258972168,5933374.0,8.5,,4.07110751804095,13.5474584329277,2015
EAR,Early-demographic dividend,,,3.06203169580559,,3244.23703420959,106.361633300781,24101512.0,22.5335380261496,,5.72893601073069,21.0969524929688,2015
CEB,Central Europe and the Baltics,,,-0.464499004645002,,12522.6610570363,97.5990600585938,207711.0,3.03415884310172,,7.81683598071959,9.88846999346859,2015
CSS,Caribbean small states,,,-0.679637508036842,,10181.8061569933,99.7889709472656,,12.2879907916613,,10.552528627528,16.5269810830362,2015
ARB,Arab World,,,1.81407723937759,,6359.90057838383,95.4942626953125,7509429.0,17.6191448252816,,10.9659005435465,26.5769915732765,2015
AFW,Africa Western and Central,,,2.13026806151513,,1894.32211518466,,,33.5790561916682,,4.62673719960996,38.5357221779267,2015
AFE,Africa Eastern and Southern,,,5.25017086354882,,1556.31646949666,,,26.7837127032715,,6.49004120319987,35.2997529119494,2015
ZWE,Zimbabwe,25.1000003814697,5422983321.04592,-0.197784810126586,,1443.61777661556,,,28.2,,4.76999998092651,34.978,2014
ZMB,Zambia,54.0,31986702129.4888,7.80687553566328,,1340.81098148927,104.331993103027,,25.4,,9.36200046539307,38.645,2014
YEM,"Yemen, Rep.",60.7999992370605,,8.10472583623948,,2282.65923452589,,,28.1,36.7,13.4700002670288,32.735,2014
PSE,West Bank and Gaza,,4461298482.17,1.73298510037451,,3227.84934482645,97.7257919311523,17468.0,12.1,,20.5300006866455,31.885,2014
VIR,Virgin Islands (U.S.),,,,,34098.7109972738,,,,,12.7910003662109,13.2,2014
VNM,Vietnam,27.2000007629395,4479969670748920.0,4.08455446637622,,2438.29903400369,110.329627990723,,11.2,34.8,1.25999999046326,17.315,2014
VEN,"Venezuela, RB",32.0,,62.168649979483,,,101.340713500977,195773.0,11.3,,6.86399984359741,19.394,2014
VUT,Vanuatu,,57042852160.0,0.798863838096904,,2759.37093726277,,,12.2,,1.80799996852875,31.174,2014
UZB,Uzbekistan,,-20366855786246.2,,,2613.74826183479,98.4744720458984,20871.0,11.2,,5.09999990463257,23.3,2014
URY,Uruguay,,474151307678.751,8.87735333229828,,15609.0210524156,111.333351135254,8590.0,5.2,40.1,6.55000019073486,14.192,2014
USA,United States,,18412118069763.9,1.62222297740821,,55675.3868536862,99.6733779907227,,4.0,41.5,6.17000007629395,12.5,2014
GBR,United Kingdom,,3065589974326.67,1.45112016293279,,44596.1897498767,102.255546569824,4433.0,2.7,34.0,6.1100001335144,12.0,2014
ARE,United Arab Emirates,,1219634000000.0,2.34626865671643,,36995.6899985722,103.073516845703,9333.0,4.2,,1.91100001335144,10.958,2014
UKR,Ukraine,,1512703156381.11,12.0718562874252,,2346.23706054688,99.0409393310547,136260.0,5.8,24.0,9.27000045776367,10.8,2014
UGA,Uganda,53.5999984741211,11887152992940.5,3.07467760632835,,834.15262374056,,,22.7,,1.90600001811981,41.564,2014
TUV,Tuvalu,,,,,3038.26314233769,96.143440246582,131.0,13.0,,,,2014
TCA,Turks and Caicos Islands,,,,,23926.6993347211,,,,,,,2014
TKM,Turkmenistan,,,,,6149.42605422093,,,23.0,,4.14499998092651,26.418,2014
TUR,Turkiye,11.8999996185303,1482344161354.56,8.85457271364318,,10549.676064426,106.312950134277,277326.0,6.7,41.2,9.88000011444092,16.94,2014
TUN,Tunisia,8.0,63701513449.16,4.62555099534024,,4098.39641155118,113.333618164063,,12.0,,15.0570001602173,18.874,2014
TTO,Trinidad and Tobago,24.7000007629395,54006430771.38,5.68441814595665,,18167.3963255909,,,12.8,,2.48000001907349,14.325,2014
TON,Tonga,,235405027.6775,2.51087633253703,,4275.70278428514,115.712158203125,,5.4,,2.36500000953674,25.756,2014
TGO,Togo,51.2000007629395,944641953017.624,0.190875076249778,,553.909505975897,123.945831298828,89412.0,27.4,,2.14499998092651,35.032,2014
TLS,Timor-Leste,,-14899705.08,0.848838206293416,,1321.23580167371,127.843559265137,13248.0,22.4,28.7,4.21000003814697,29.285,2014
THA,Thailand,25.0,16731824526791.4,1.89514181898783,,5685.4021214653,102.110877990723,,6.4,37.0,0.579999983310699,10.999,2014
TZA,Tanzania,50.7000007629395,16063918370358.4,6.13161432988016,,920.078002929688,86.7884979248047,1580287.0,22.8,,2.11999988555908,38.302,2014
TJK,Tajikistan,,8642173610.12,6.10442765129665,,945.353278490776,98.2789993286133,9406.0,16.8,,8.22999954223633,32.241,2014
SYR,Syrian Arab Republic,19.2999992370605,,,,972.82358074833,,,10.8,,8.7209997177124,25.438,2014
CHE,Switzerland,,1130288076425.16,-0.0132025387515987,,84348.3928201784,103.487426757813,902.0,3.0,32.5,4.82999992370605,10.4,2014
SWE,Sweden,,6168378000000.0,-0.17963849411465,1.9,49855.301012313,120.858108520508,429.0,1.6,28.4,7.94999980926514,11.9,2014
SUR,Suriname,7.30000019073486,6694820995.57904,3.38341272749479,,9592.51869360504,113.331192016602,7665.0,13.1,,6.94000005722046,19.537,2014
SDN,Sudan,91.5999984741211,88674301962.1139,36.9066427863594,17.6,2195.82250976563,72.2675628662109,2652400.0,30.0,34.2,17.4309997558594,33.728,2014
VCT,St. Vincent and the Grenadines,,1139392515.84,0.193858560794042,,7029.07114396273,110.528480529785,,11.0,,19.05299949646,15.011,2014
MAF,St. Martin (French part),,,,,,,,,,,15.7,2014
LCA,St. Lucia,11.8999996185303,4101421137.64,3.51695551369238,,10280.1225701464,,,12.6,,21.2959995269775,12.502,2014
KNA,St. Kitts and Nevis,,1866805359.55,0.247865392364824,,18740.9029727438,108.617980957031,4.0,11.4,,,12.6,2014
LKA,Sri Lanka,,6311775943479.09,3.17900228236063,,3694.30042629703,101.359657287598,45261.0,5.5,,4.19000005722046,16.849,2014
ESP,Spain,,2192372000000.0,-0.151114837527181,,24772.3413090317,107.152038574219,7383.0,2.0,36.1,24.4400005340576,9.2,2014
SSD,South Sudan,95.5999984741211,8851811177.07,1.67429906295517,48.0,1274.23961828281,,,40.3,,12.1879997253418,36.509,2014
ZAF,South Africa,23.0,2833667280321.0,6.12983770287145,,6273.56631828484,102.704963684082,,11.0,63.0,24.8899993896484,22.113,2014
SOM,Somalia,73.5999984741211,,,,345.700790560176,,,40.8,,18.9300003051758,42.561,2014
SLB,Solomon Islands,,331686151.66,5.16590237925172,,2195.30946623156,113.429428100586,492.0,9.5,,0.732999980449677,33.766,2014
SVN,Slovenia,,25618130000.0,0.199343826570849,,20453.8333877187,99.715087890625,894.0,1.5,25.7,9.67000007629395,10.3,2014
SVK,Slovak Republic,,49606030000.0,-0.0761653295419824,,15546.8832979361,99.7680435180664,11034.0,3.1,26.1,13.1800003051758,10.2,2014
SXM,Sint Maarten (Dutch part),,,1.8867546627522,,33118.7555918907,128.163116455078,,,,,14.1,2014
SGP,Singapore,,492592200000.0,1.02514803039394,,54682.9280074351,,,1.0,,3.74000000953674,9.8,2014
SLE,Sierra Leone,75.5999984741211,3291774944488.09,4.64546204670158,,757.169181198044,,,35.7,,4.67999982833862,35.677,2014
SYC,Seychelles,,6018359209.21832,1.38583454581264,,14672.1633688016,105.558219909668,84.0,8.9,,,17.0,2014
SRB,Serbia,,2048253400000.0,2.08244793880151,,5462.73603006633,101.131156921387,3423.0,4.2,40.5,19.2199993133545,9.3,2014
SEN,Senegal,38.7999992370605,3124305031829.0,-1.09025507446894,11.1,1178.91289299798,85.5735015869141,541676.0,24.2,,7.64599990844727,36.867,2014
SAU,Saudi Arabia,18.0,50065432000.0,2.23629031536967,,20327.67281398,119.032669067383,,4.9,,5.71999979019165,19.969,2014
STP,Sao Tome and Principe,86.5999984741211,1650892281.70783,6.99849943966418,,1554.04719275694,103.932136535645,3702.0,12.0,,13.7049999237061,33.508,2014
SMR,San Marino,,,1.11296303373859,,42123.7337658353,,,1.1,,,9.1,2014
WSM,Samoa,,874266000.0,-0.406816088424881,,3932.11005287811,107.850021362305,236.0,7.5,,8.72000026702881,25.874,2014
RWA,Rwanda,53.2000007629395,832650068557.652,2.35449052820364,,707.767857203374,140.38752746582,,20.2,,1.16999995708466,32.863,2014
RUS,Russian Federation,,41333548000000.0,7.82341183865503,,9520.9404296875,97.6943206787109,149626.0,4.4,39.9,5.15999984741211,13.3,2014
ROU,Romania,,253354917527.0,1.06830987684293,,8670.97580713268,,,4.7,36.0,6.80000019073486,10.0,2014
QAT,Qatar,,614865807000.0,3.34972085659527,,62784.9009339545,99.05126953125,6996.0,4.0,,0.200000002980232,10.208,2014
PRI,Puerto Rico,,,,,29554.6244202874,,,,,13.8999996185303,9.7,2014
PRT,Portugal,,300700600000.0,-0.278153367467421,,18833.0518281692,108.102592468262,3051.0,2.1,35.6,13.8900003433228,7.9,2014
POL,Poland,,1222278000000.0,0.0538213132400467,,12059.2467116735,100.141143798828,77551.0,3.0,32.8,8.98999977111816,9.9,2014
PHL,Philippines,38.2999992370605,7052978632367.06,3.5978234386421,,2866.82205608058,113.053520202637,333178.0,14.3,,3.59999990463257,22.935,2014
PER,Peru,34.2000007629395,169756275134.858,3.4119457980747,,6109.15688391125,101.135673522949,,8.4,43.1,3.21000003814697,18.827,2014
PRY,Paraguay,17.6000003814697,56199804297022.8,5.02882767456758,,5329.36979696503,,,12.3,50.7,5.03000020980835,21.413,2014
PNG,Papua New Guinea,,15887910662.238,5.22211720226844,,2564.91384488283,,,24.3,,2.375,28.344,2014
PAN,Panama,25.7999992370605,38667062847.51,2.62652699929154,,13113.2664675725,99.135368347168,37370.0,9.8,50.5,2.70700001716614,20.155,2014
PLW,Palau,,,4.19174548581256,,14796.9427478339,112.56867980957,69.0,10.9,,,13.7,2014
PAK,Pakistan,45.5,11950503677891.0,7.18938402847025,,1322.72064054568,84.3074722290039,,46.2,,1.83000004291534,29.318,2014
OMN,Oman,,12953046965.0,1.02234314452965,,18610.8115793911,109.695388793945,1663.0,5.0,,3.54299998283386,21.005,2014
NOR,Norway,,3833080000000.0,2.0417028670721,,73650.3135435049,99.8274917602539,350.0,1.7,26.8,3.48000001907349,11.5,2014
MNP,Northern Mariana Islands,,,,,15916.8583175382,,,,,,20.5,2014
MKD,North Macedonia,,263984648654.364,-0.281705032928538,,4687.29638777264,91.4060363769531,9919.0,7.9,35.2,28.0300006866455,11.4,2014
NGA,Nigeria,50.2000007629395,18798434103586.7,8.06248582444999,28.9,2688.2672430577,90.1035537719727,,37.3,,4.55999994277954,39.828,2014
NER,Niger,70.0999984741211,597263004996.0,-0.930287259984461,,482.136224762006,69.5759735107422,1280821.0,27.4,34.3,0.519999980926514,47.988,2014
NIC,Nicaragua,45.5,136883236629.605,6.03596861798431,,1981.74829248621,,,12.4,46.2,4.51999998092651,22.231,2014
NZL,New Zealand,,365308000000.0,1.22750750597405,,38002.387332695,97.6212997436523,7232.0,3.3,,5.42999982833862,12.67,2014
NCL,New Caledonia,,,0.178851060785501,,,,,,,14.5900001525879,16.3,2014
NLD,Netherlands,,1446979000000.0,0.976035079699661,,44521.8945390276,,,2.6,28.6,7.42000007629395,10.4,2014
NPL,Nepal,54.2999992370605,1387971758785.99,8.36415469659556,,870.781690341619,143.247894287109,30866.0,22.4,,2.94400000572205,21.18,2014
NRU,Nauru,,,,,8109.56519784116,116.457557678223,31.0,22.0,,,,2014
NAM,Namibia,39.4000015258789,77062172377.8114,5.35016966859592,9.1,4782.0319396591,,,21.8,,18.5200004577637,30.192,2014
MMR,Myanmar,41.0,18901172490000.0,4.95329918484382,42.9,1167.63096899415,101.831207275391,196697.0,25.9,,0.754999995231628,18.264,2014
MOZ,Mozambique,80.3000030517578,185774517328.94,2.55974875844296,,568.591701966781,107.598022460938,534910.0,31.8,54.0,3.38299989700317,38.993,2014
MAR,Morocco,13.1000003814697,1033963920783.08,0.442310053557078,,2788.72094726563,109.957611083984,203684.0,15.3,,9.69999980926514,20.684,2014
MNE,Montenegro,,1958433553.41,-0.71051405171022,,6307.01559868803,,,2.6,38.8,18.0,12.1,2014
MNG,Mongolia,42.7000007629395,14768693848392.4,12.2539808129759,,3860.32572305764,101.334823608398,9516.0,9.8,32.0,4.80000019073486,26.053,2014
MCO,Monaco,,,,,160000.367675744,,,1.9,,,,2014
MDA,Moldova,,41273393955.1827,5.08878554625884,,2720.21840915666,107.439750671387,267.0,11.7,26.8,3.73000001907349,10.759,2014
FSM,"Micronesia, Fed. Sts.",,-83297000.0,0.650284891768603,,2815.49752902331,101.432121276855,1308.0,15.6,,,23.365,2014
MEX,Mexico,11.1000003814697,6078570609852.34,4.01861608078673,,9426.32458789743,108.005752563477,67610.0,8.3,48.7,4.80999994277954,18.892,2014
MUS,Mauritius,,446806058831.795,3.21769191994683,,8954.55747253886,102.447341918945,1229.0,9.3,,7.46999979019165,10.6,2014
MRT,Mauritania,79.9000015258789,62425205355.604,3.53436856147326,28.9,1488.77795050549,100.402122497559,135997.0,35.2,32.6,10.0509996414185,35.381,2014
MHL,Marshall Islands,,,,,3163.43668572828,,,16.9,,,,2014
MLT,Malta,,11576970000.0,0.310306472181729,,23286.1231094786,102.823463439941,175.0,4.4,29.0,5.71999979019165,9.6,2014
MLI,Mali,56.2999992370605,1701235659421.0,0.883814547137822,,728.878296059105,77.0761108398438,1032866.0,35.6,,6.38000011444092,43.843,2014
MDV,Maldives,,25817770621.57,2.12000175718133,,9181.71173936521,,,5.9,,7.86700010299683,17.2,2014
MYS,Malaysia,,1555168721655.05,3.14299050879107,,9601.17800253913,104.361366271973,3277.0,4.1,,2.88000011444092,17.071,2014
MWI,Malawi,66.6999969482422,389159463848.791,23.7920649469687,24.2,380.588978300864,147.395782470703,,23.7,,5.89799976348877,36.629,2014
MDG,Madagascar,77.1999969482422,4948538687643.01,6.08040811088296,,465.416275523508,145.247863769531,,22.7,,1.38999998569489,33.673,2014
MAC,"Macao SAR, China",,-18233960000.0,6.04823452094079,,97247.555352999,97.3721237182617,1890.0,,,1.70000004768372,11.317,2014
LUX,Luxembourg,,96397000000.0,0.628543985440705,,105583.937014123,97.5230484008789,1019.0,1.6,31.2,5.84999990463257,10.9,2014
LTU,Lithuania,,16569000000.0,0.103758009433715,,13850.0001271199,101.575569152832,72.0,2.4,37.7,10.6999998092651,10.4,2014
LIE,Liechtenstein,,,,,,102.660987854004,44.0,,,,10.0,2014
LBY,Libya,,-21985596206.987,,,7722.66042179725,,,7.4,,19.4629993438721,20.94,2014
LBR,Liberia,65.6999969482422,590474172.580898,9.86111285574915,,740.375959137082,97.422492980957,47513.0,32.3,33.2,2.07999992370605,34.789,2014
LSO,Lesotho,50.7999992370605,171276209.007999,5.37028961008588,,1119.77166736673,116.585823059082,28626.0,44.1,,24.2210006713867,28.068,2014
LBN,Lebanon,53.0999984741211,134366974439633.0,1.85460421340917,,7937.90149571415,,,5.0,,8.80900001525879,17.617,2014
LVA,Latvia,,12732000000.0,0.620490636732377,,13162.6840536934,99.8528213500977,2262.0,2.9,35.1,10.8500003814697,10.9,2014
LAO,Lao PDR,31.3999996185303,,4.12924306873775,,2025.47216005196,118.075180053711,25400.0,25.5,,0.763000011444092,25.091,2014
KGZ,Kyrgyz Republic,,63673860800.24,7.53424729775882,,1101.70533211929,105.817451477051,1458.0,15.1,26.8,8.05000019073486,27.7,2014
KWT,Kuwait,,28286444700.0,2.90892672858618,,30857.1604177538,103.781303405762,3108.0,5.0,,2.90000009536743,16.807,2014
XKX,Kosovo,,1445576398.0,0.4289578083241,,3279.03997592346,,,,27.3,,17.4,2014
KOR,"Korea, Rep.",,2411822884500000.0,1.27477446401322,,28094.9177029868,98.3057708740234,113250.0,1.7,31.2,3.07999992370605,8.6,2014
PRK,"Korea, Dem. People's Rep.",,,,,,,,12.1,,2.74399995803833,13.897,2014
KIR,Kiribati,,,2.10398520925043,,1416.98788885501,113.915863037109,192.0,24.0,,,29.23,2014
KEN,Kenya,56.0,2660730413152.69,6.87815499275946,,1430.44522482152,105.753410339355,,22.9,,2.79500007629395,31.522,2014
KAZ,Kazakhstan,,14307465823324.0,6.70657829092725,,10539.0446798227,112.534408569336,1070.0,6.2,27.0,5.05999994277954,23.1,2014
JOR,Jordan,12.8999996185303,26774959339.742,2.89947905006047,,4221.08951680769,79.4986267089844,,10.6,,11.8999996185303,25.214,2014
JPN,Japan,,1325075000000000.0,2.75922671353253,,34386.905855287,,,0.9,,3.59999990463257,8.0,2014
JAM,Jamaica,60.5,809641075000.0,8.27407886231415,,4889.9863087386,,,11.4,,13.7399997711182,16.814,2014
ITA,Italy,,2791311000000.0,0.241047429826773,,29979.9187217358,101.151420593262,23760.0,2.2,34.7,12.6800003051758,8.3,2014
ISR,Israel,,936380544576.865,0.486495554437183,,35710.8862671424,105.180931091309,798.0,2.1,39.8,5.8899998664856,21.5,2014
IMN,Isle of Man,,,,,85194.6243844763,,,,,,,2014
IRL,Ireland,,313036000000.0,0.182542316627949,,50010.4342080433,101.542236328125,197.0,2.5,31.9,11.8599996566772,14.4,2014
IRQ,Iraq,47.2000007629395,933119378220.969,2.23597407904678,,4627.83481807872,,,17.5,,10.5900001525879,31.791,2014
IRN,"Iran, Islamic Rep.",,6506498600000000.0,16.6065532357449,,5345.76194292256,107.553031921387,25748.0,10.4,38.8,10.6800003051758,18.93,2014
IDN,Indonesia,21.7999992370605,4481329787591710.0,6.39492540819922,,3217.31746802671,106.073402404785,1919777.0,14.8,40.2,4.05000019073486,19.537,2014
IND,India,24.0,94641997394879.2,6.665656718679,22.7,1503.42150701848,107.864410400391,,27.0,,5.43599987030029,18.984,2014
ISL,Iceland,,2308803614329.0,2.04461481539337,,51233.2440468041,98.1836090087891,537.0,1.2,27.8,4.90000009536743,13.4,2014
HUN,Hungary,,19706830200000.0,-0.227566270988384,,12237.3116672445,101.856918334961,11716.0,2.9,30.9,7.73000001907349,9.5,2014
HKG,"Hong Kong SAR, China",,5333472709000.0,4.42364532019706,,41796.5936728323,109.313011169434,2109.0,,,3.29999995231628,8.6,2014
HND,Honduras,27.5,246168011305.278,6.12924930313027,,2256.01505600799,91.943489074707,241802.0,10.9,49.9,7.07999992370605,22.792,2014
HTI,Haiti,74.4000015258789,109379578992.111,3.43816659958603,,1370.98689397902,,,27.5,,13.951000213623,26.002,2014
GUY,Guyana,33.0999984741211,320225291113.0,0.852630497539925,,5568.21821243899,,,20.8,,12.923999786377,20.793,2014
GNB,Guinea-Bissau,82.3000030517578,118243672687.261,-1.50924460570499,,583.566126204989,,,40.2,,5.80299997329712,37.346,2014
GIN,Guinea,43.2999992370605,13678025393412.7,7.07202121016676,,759.587862412066,92.7637405395508,381963.0,32.4,,4.89599990844727,38.0,2014
GTM,Guatemala,38.7000007629395,199787431774.221,3.41836169662962,,3903.05961459334,102.580741882324,276594.0,13.9,48.3,2.72000002861023,25.992,2014
GUM,Guam,,,,,35722.1143432164,,,,,7.59999990463257,17.161,2014
GRD,Grenada,6.0,1684134915.92,-0.98360305555493,,8601.08101535152,118.585441589355,,10.5,,,17.209,2014
GRL,Greenland,,,,,45545.1903286408,,,,,,14.3,2014
GRC,Greece,,246159000000.0,-1.31226096405516,,18000.4184639065,97.8748626708984,18984.0,2.6,35.8,26.4899997711182,8.5,2014
GIB,Gibraltar,,,,,,,,,,,,2014
GHA,Ghana,37.9000015258789,48632560164.4,15.4896160333319,,1777.09670654526,104.587448120117,,26.8,,6.52400016784668,31.125,2014
DEU,Germany,,4098243000000.0,0.906797948515676,,40851.1617304855,100.538642883301,92141.0,2.3,30.9,4.98000001907349,8.8,2014
GEO,Georgia,,14251367178.8724,3.06881210379542,,3902.56879865773,104.272811889648,1872.0,7.3,37.6,17.4400005340576,14.165,2014
GMB,"Gambia, The",34.7999992370605,19062800000.0,5.94799935696623,,654.350933850728,86.7409896850586,95642.0,30.1,,9.50300025939941,40.029,2014
GAB,Gabon,37.0,1242611000000.0,4.69045751826283,,7350.05129816345,,,22.2,,20.5729999542236,33.132,2014
PYF,French Polynesia,,,,,,,,,,12.2040004730225,15.736,2014
FRA,France,,3155287000000.0,0.507758822937957,,36378.6186614699,101.280349731445,56322.0,2.4,32.3,10.289999961853,12.4,2014
